ip (hidden),IsHoneypot_new,IsCloud_old,modbusErrorRequestTime (ms),modbusReadRegister,isp_Shodan,org_Shodan,ISP_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OS_conclusion,OpenPortNum,hopNum,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,city,country,latitude,longitude,vulns
548,unknown,FALSE,140.987,26214|49594|13107,,,telecom,Linux 2.6.18 - 2.6.22,89,,,Linux,0,26,APN static.beeline.ru,,,,Russia,55.7386,37.6068,
549,other,FALSE,88.29399991,25|2|88,,,telecom,D-Link DGS-1210 switch,94,,,proprietary,0,28,"RAWI-NET Sp.zoo
Connected by EXATEL S.A.",,,Milicz,Poland,51.5235,17.2754,
550,other,FALSE,91.94899988,0|0|0,,,telecom,D-Link DGS-1210 switch,94,,,proprietary,0,28,"RAWI-NET Sp.zoo
Connected by EXATEL S.A.",,,Milicz,Poland,51.5235,17.2754,
551,unknown,FALSE,85.08299994,0|0|0,,,telecom,,,,,unknown,1,28,Telenet Operaties N.V.,,,Tielt,Belgium,51,3.3167,
552,other,FALSE,97.20500016,25|2|88,,,telecom,D-Link DGS-1210 switch,94,,,proprietary,0,28,"RAWI-NET Sp.zoo
Connected by EXATEL S.A.",,,Milicz,Poland,51.5235,17.2754,
553,other,FALSE,105.675,25|2|88,,,unknown,Grandstream GXV3275 video phone,88,,,proprietary,3,23,,,,Bucharest,Romania,44.4333,26.1,
554,other,FALSE,84.41700006,1051|0|112,,,telecom,Samsung M2825 printer,95,,,proprietary,2,26,"Static Links
Telia Eesti AS
Mustamae tee 3
Tallinn",,,Tallinn,Estonia,59.4339,24.7281,
555,unknown,FALSE,149.8869998,0|0|0,,,unknown,Linux 3.2 - 3.8,99,,,Linux,1,27,"Frantisek Cesar, FC SYSTEMS
Opletalova  220, Usti nad Labem",,,Děčín,Czechia,50.7167,14.1833,
556,unknown,FALSE,150.3049998,0|0|0,,,telecom,,,,,unknown,0,30,XDSL NETWORK-ADSL,,,Konstantinovy Lazne,Czechia,49.8833,12.9667,
557,ICS,FALSE,83.89100003,25|2|88,,,telecom,,,,,unknown,0,24,"Reverse delegation for A1 Slovenija
Network infrastructure",,,Leskovec pri Krskem,Slovenia,45.9357,15.4718,
558,other,FALSE,85.88499999,578|0|95,,,telecom,Samsung M2825 printer,93,,,proprietary,2,27,"Static Links
Mustamae tee 3
Tallinn
Estonia
Telia Eesti AS",,,,Estonia,59,26,
559,ICS,FALSE,106.8600001,25|2|88,,,telecom,,,,,unknown,3,30,"Orange Moldova Network
Chisinau, Republic of Moldova",,,Chisinau,Republic of Moldova,47.0056,28.8575,
560,unknown,FALSE,103.566,25|2|6150,,,telecom,Linux 3.11 - 4.1,92,,,Linux,1,28,"Polkomtel sp. z o.o.
Warszawa",,,Węgrów,Poland,52.402,22.0216,
561,unknown,FALSE,86.71200013,25|2|88,,,unknown,,,,,unknown,2,27,,,,Milano,Italy,42.7833,12.6,
562,unknown,FALSE,102.5610001,2004|1|22,,,unknown,,,,,unknown,0,28,,,,,Spain,40.4172,-3.684,
563,unknown,FALSE,101.9790001,25|2|88,,,unknown,,,,,unknown,1,25,,,,,Spain,40.4172,-3.684,
564,other,FALSE,90.06200004,25|2|88,,,unknown,Huawei Secospace USG6680 firewall,91,,,proprietary,0,23,,,,Setúbal,Portugal,38.5333,-8.9,
565,other,FALSE,95.34000015,174|4|88,,,unknown,Huawei Secospace USG6680 firewall,91,,,proprietary,2,23,,,,Setúbal,Portugal,38.5333,-8.9,
566,other,FALSE,94.44799995,0|0|0,,,unknown,TP-LINK TL-R478+ router,91,,,proprietary,1,22,,,,Svishtov,Bulgaria,43.6231,25.3539,
567,unknown,FALSE,88.64100003,9022|8711|0,,,unknown,,,,,unknown,0,30,,,,Fadd,Hungary,46.4667,18.8333,
568,unknown,FALSE,137.997,25|1|311,,,unknown,,,,,unknown,1,23,,,,Entroncamento,Portugal,39.4667,-8.4667,
569,other,FALSE,97.03200006,25|2|88,,,telecom,OpenWrt Designated Driver (Linux 4.4),95,,,proprietary,0,28,"Telia Eesti AS
Mustamae tee 3
Tallinn",,,Tallinn,Estonia,59.4339,24.7281,
570,ICS,FALSE,112.7059999,25|2|88,,,telecom,,,,,unknown,3,30,"Orange Moldova Network
Chisinau, Republic of Moldova",,,Chisinau,Republic of Moldova,47.0056,28.8575,
571,ICS,FALSE,94.20000005,25|2|88,,,telecom,Linux 3.2 - 3.8,91,,,Linux,0,28,Elisa mobile access network,,,Tallinn,Estonia,59.4339,24.7281,
572,unknown,FALSE,88.81700015,25|2|88,,,unknown,Linux 3.2 - 3.8,100,,,Linux,0,30,PROVIDER Local Registry,,,Elche,Spain,38.2622,-0.7011,
573,unknown,FALSE,91.89700007,25|2|88,,,unknown,,,,,unknown,1,22,,,,,Spain,40.4172,-3.684,
574,unknown,FALSE,79.5480001,23551|17025|22016,,,telecom,,,,,unknown,0,21,"RCS & RDS Business
City: Sebes",,,Constanța,Romania,44.1833,28.65,
575,unknown,FALSE,105.0609999,0|4128|0,,,telecom,Linux 3.2.0,87,,,Linux,1,30,"Orange Romania
Mobile Internet",,,Branesti,Romania,44.45,26.3333,
576,other,FALSE,83.60200024,25|2|88,,,unknown,HP Laserjet CP1515n printer,98,,,proprietary,3,21,IP fixes,,,Ravoire,Switzerland,46.1007,7.0458,
577,unknown,FALSE,99.72000003,0|0|0,,,telecom,,,,,unknown,0,23,"Telefonica de Espana SAU (NCC#2008052974)
Red de servicios IP
Spain",,,"Ivars d""Urgell",Spain,41.6833,1,
578,other,FALSE,98.18400002,25|2|88,,,telecom,HP LaserJet M1522nf printer,91,,,proprietary,2,18,Convergenze S.p.A.,,,Agropoli,Italy,40.3492,14.9907,
579,other,FALSE,83.296,25|2|88,,,unknown,HP Laserjet CP1515n printer,98,,,proprietary,3,21,IP fixes,,,Ravoire,Switzerland,46.1007,7.0458,
580,other,FALSE,82.42499995,25|2|88,,,telecom,Grandstream GXV3275 video phone,95,,,proprietary,0,30,"CJS Company KOMSTAR-Regiony
Volga Region Branch in Nizhny Novgorod",,,Gay,Russia,51.4739,58.4569,
581,unknown,FALSE,614.9789999,25|2|88,,,telecom,,,,,unknown,0,30,"SiOL d.o.o. (Slovenia Online)
ISP in Slovenia
Cigaletova 15
1000 Ljubljana, Slovenia",,,Volcja Draga,Slovenia,45.9069,13.6775,
582,unknown,FALSE,1148.507,0|0|0,,,telecom,,,,,unknown,0,22,"Multimedia Polska S. A.
Cable Internet Voice Provider
Node Gdynia",,,Stargard,Poland,53.3366,15.0321,
583,unknown,FALSE,672.0769999,0|0|0,,,telecom,,,,,unknown,0,23,"Multimedia Polska S. A.
Cable Internet Voice Provider
Node Gdynia",,,Stargard,Poland,53.3366,15.0321,
584,unknown,FALSE,1.005000114,25|897|88,,,telecom,,,,,unknown,0,30,GLOBAL MOBILE OPERATOR,,,Seville,Spain,37.3824,-5.9761,
585,ICS,FALSE,87.454,25|2|88,,,telecom,,,,,unknown,2,22,OBS Customer,,,Épernay,France,49.05,3.95,
586,other,FALSE,73.32799983,25|2|88,,,unknown,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,95,,,proprietary,1,21,Service Provider Corporation,,,,United States,37.751,-97.822,
587,other,FALSE,28.28200006,25|2|88,,,telecom,Grandstream GXV3275 video phone,92,,,proprietary,0,23,TOT Public Company Limited Bangkok,,,,Thailand,13.75,100.4667,
588,unknown,FALSE,89.00099993,25|53|0,,,telecom,Microsoft Windows CE 6.0,90,,,Windows,0,21,"VULA IP addresses POP 4201 for
Static allocation to Residential with VULA Service",,,Genoa,Italy,44.4167,8.95,
589,unknown,FALSE,60.81200004,7944|130|256,,,telecom,,,,,unknown,0,20,"Data Communication Business Group,
Chunghwa Telecom Co.,Ltd.
No.21, Sec.1, Xinyi Rd., Taipei City
10048, Taiwan",,,Taipei,Taiwan,25.0478,121.5318,
590,unknown,FALSE,28.98900008,25|2|88,,,telecom,,,,,unknown,0,21,TOT Public Company Limited Bangkok,,,,Thailand,13.75,100.4667,
591,ICS,FALSE,90.22200012,25|2|88,,,telecom,,,,,unknown,0,20,LNSTL657 Saint Lambert Bloc 1,,,,France,48.8582,2.3387,
592,other,FALSE,29.00900006,25|2|88,,,telecom,Acorp W400G or W422G wireless ADSL modem (MontaVista embedded Linux 2.4.17),96,,,proprietary,0,13,TOT Public Company Limited Bangkok,,,,Thailand,13.75,100.4667,
593,unknown,FALSE,87.41799998,467|38|249,,,telecom,Linux 2.6.32 - 2.6.33,100,,,Linux,0,22,LNSTL656 St Lambert Bloc 2,,,Pont-Sainte-Maxence,France,49.3017,2.6047,
594,ICS,FALSE,95.102,25|2|88,,,unknown,,,,,unknown,0,22,"(0020350A) Wastewater machines, Samara",,,Moscow,Russia,55.752,37.615,
595,other,FALSE,95.60400009,25|2|88,,,unknown,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,94,,,proprietary,0,25,"(0020350A) Wastewater machines, Samara",,,Moscow,Russia,55.752,37.615,
596,unknown,FALSE,84.80499983,4475|1256|0,,,telecom,Linux 3.2 - 3.8,95,,,Linux,1,22,Altibox Corporate Customer Linknets,,,Stavanger,Norway,59.1352,5.9074,
597,unknown,FALSE,90.77200007,0|0|0,,,unknown,OpenBSD 4.0,86,,,Unix,0,28,Select System Infrastructure of Sumperk region,,,Sumperk,Czechia,49.9667,16.9667,
598,unknown,FALSE,19.70600009,25|2|32768,,,telecom,,,,,unknown,2,24,"DOMAIN FIVE ENTERPRISES LIMITED
Internet Service Provider
Kwaichung",,,,Hong Kong,22.25,114.1667,
599,ICS,FALSE,161.9159999,25|2|88,,,,,,,,unknown,4,22,Red de servicios IP,,,,Spain,40.4172,-3.684,
600,unknown,FALSE,133.9089999,0|0|0,,,telecom,,,,,unknown,0,24,"Dial-In Network
The Access Points
in Olomouc, Most,
Liberec, Jihlava.",,,Prague,Czechia,50.0833,14.4667,
601,other,FALSE,148.9859998,0|0|0,,,unknown,Android 4.0.4 (Linux 3.0.8),94,,,proprietary,2,24,,,,,Slovakia,48.6667,19.5,
602,unknown,FALSE,125.9889998,0|0|0,,,unknown,,,,,unknown,0,20,SASSANO FRANCESCO E CONCETTA SNC,,,L’Aquila,Italy,42.3506,13.3995,
603,other,FALSE,145.927,0|0|0,,,unknown,HP LaserJet 2840 printer,92,,,proprietary,0,25,,,,Piatra Neamţ,Romania,46.9167,26.3333,
604,unknown,FALSE,136.2160001,0|0|0,,,unknown,,,,,unknown,1,22,,,,,Spain,40.4172,-3.684,
605,unknown,FALSE,145.3679998,0|0|0,,,telecom,HP LaserJet 2840 printer,92,,,proprietary,1,27,"Telecom Italia S.p.A.
Alice - Smart
Services",,,San Prospero,Italy,44.7897,11.0221,
606,other,FALSE,1052.131,0|0|0,,,edu,HP LaserJet 2840 printer,98,,,proprietary,1,24,"FH OOW
Standort Wilhelmshaven",,,,Germany,51.2993,9.491,
607,other,FALSE,133.7050002,0|0|0,,,telecom,HP LaserJet 2840 printer,89,,,proprietary,1,25,Slovak Telekom,,,,Slovakia,48.6667,19.5,
608,unknown,FALSE,242.3,0|0|0,,,telecom,,,,,unknown,2,25,"O2 Slovakia s.r.o.
static IP pool",,,,Slovakia,48.6667,19.5,
609,unknown,FALSE,436.75,0|0|0,,,telecom,,,,,unknown,1,26,"Hiteles Kft.
H-2300 Rackeve
Szent Istvan u. 4.",,,Ivancsa,Hungary,47.15,18.8167,
610,unknown,FALSE,119.6260002,0|0|0,,,unknown,,,,,unknown,3,21,Service Provider Corporation,,,,United States,37.751,-97.822,
611,unknown,FALSE,148.605,0|0|0,,,unknown,,,,,unknown,0,30,BONDED FRAMED IP,,,,United Kingdom,51.4964,-0.1224,
612,unknown,FALSE,129.3830001,0|0|0,,,telecom,,,,,unknown,2,22,OBS Customer,,,Paris,France,48.8628,2.3292,
613,ICS,FALSE,140.151,25|2|88,,,telecom,Linux 3.11 - 4.1,91,,,Linux,1,22,Telemar Business/Residential Wireless Static PPP,,,Vicenza,Italy,45.5467,11.5475,
614,ICS,FALSE,142.4330001,25|2|88,,,telecom,,,,,unknown,0,27,"T-Mobile USA, Inc.",,,Lilburn,United States,33.8639,-84.1243,
615,ICS,FALSE,135.1639998,25|2|88,,,telecom,Linux 3.2 - 3.8,85,,,Linux,0,24,"Deutsche Telekom AG
T-DSL Business static dial-up",,,Hamburg,Germany,53.593,9.9397,
616,unknown,FALSE,139.8110001,0|0|0,,,telecom,,,,,unknown,2,28,LNPUT658 Puteaux Bloc 1,,,,France,48.8582,2.3387,
617,unknown,FALSE,140.6389999,0|0|0,,,telecom,,,,,unknown,2,25,LNMSO657 Montsouris Bloc 1,,,,France,48.8582,2.3387,
618,unknown,FALSE,129.5090001,0|0|0,,,telecom,,,,,unknown,2,27,LNPUT656 Puteaux Bloc 2,,,Saint-Pierre-du-Perray,France,48.6106,2.4943,
619,unknown,FALSE,288.6989999,0|0|30873,,,telecom,,,,,unknown,0,30,Network for connected customers,,,Svendborg,Denmark,55.0598,10.6068,
620,unknown,FALSE,146.675,0|0|0,,,unknown,,,,,unknown,0,30,"Telia Lietuva, AB",,,Alytus,Republic of Lithuania,54.4,24.05,
621,unknown,FALSE,217.0830002,0|0|0,,,telecom,Linux 2.6.9 (CentOS 4.4),98,,,Linux,2,25,OBS Customer,,,,France,48.8582,2.3387,
622,other,FALSE,107.7969999,0|0|0,,,ambiguous,Digi AnywhereUSB network-attached USB hub,95,,,proprietary,2,30,"The Candy Plus Sweet Factory, s.r.o.",,,Karlovy Vary,Czechia,50.2194,12.8861,
623,unknown,FALSE,113.9620001,0|0|0,,,telecom,,,,,unknown,2,30,OBS Customer,,,Lille,France,50.633,3.0586,
624,unknown,FALSE,127.918,0|0|0,,,telecom,,,,,unknown,2,30,OBS Customer,,,Lille,France,50.633,3.0586,
625,unknown,FALSE,136.293,0|0|0,,,unknown,,,,,unknown,3,27,"Azienda Agraria Balbo di Vinadio Margherita
Via Montepolesco nr. 16
I-60024 Filotrano (AN)",,,,Italy,43.1479,12.1097,
626,unknown,FALSE,104.296,0|0|0,,,unknown,Linux 3.2 - 3.8,89,,,Linux,2,28,"VAFO PRAHA, s.r.o.
Chrastany 94
Chrastany, 25219
Czech Republic",,,,Czechia,50.0848,14.4112,
627,other,FALSE,113.1660001,0|0|0,,,ambiguous,HP LaserJet 2840 printer,95,,,proprietary,2,29,Eole Venoy Beine,,,Carcassonne,France,43.2135,2.3516,
628,other,FALSE,111.0839999,0|0|0,,,ambiguous,HP LaserJet 2840 printer,94,,,proprietary,2,25,Eole Venoy Beine,,,Carcassonne,France,43.2135,2.3516,
629,other,FALSE,110.9009998,0|0|0,,,telecom,HP LaserJet 2840 printer,94,,,proprietary,2,18,LNNLY657 Neuilly Bloc 2,,,Saint-Sauveur-de-Montagut,France,44.8214,4.5799,
630,unknown,FALSE,123.707,0|0|0,,,telecom,,,,,unknown,2,30,LNAUB658 Aubervilliers Bloc 2,,,,France,48.8582,2.3387,
631,ambiguous,FALSE,376.734,0|0|0,,,ambiguous,Microsoft Windows Server 2008 R2,100,,,Windows,2,19,Fonderia Boccacci,,,,Italy,43.1479,12.1097,
632,unknown,FALSE,140.8570001,0|0|0,,,telecom,,,,,unknown,2,24,LNNLY657 Neuilly Bloc 1,,,,France,48.8582,2.3387,
633,unknown,FALSE,111.891,0|0|0,,,unknown,,,,,unknown,2,30,OBS Customer,,,Aire-sur-la-Lys,France,50.6387,2.3988,
634,unknown,FALSE,595.0469999,0|0|0,,,unknown,Microsoft Windows 2000 SP4,95,,,Windows,1,27,,,,,Poland,52.2394,21.0362,
635,unknown,FALSE,896.7030001,0|0|0,,,telecom,,,,,unknown,1,24,"Data Communication Business Group,
Chunghwa Telecom Co.,Ltd.
No.21, Sec.1, Xinyi Rd., Taipei City
10048, Taiwan",,,Taipei,Taiwan,25.0478,121.5318,
636,other,FALSE,108.0869999,0|0|0,,,telecom,HP LaserJet 2840 printer,98,,,proprietary,1,27,Customer VSM POP Moelln-Werkhof,,,Moelln,Germany,53.617,10.6874,
637,other,FALSE,111.9100001,0|0|0,,,telecom,HP LaserJet M1522nf printer,95,,,proprietary,0,30,OBS Customer,,,Ailly-sur-Somme,France,49.9289,2.1961,
638,other,FALSE,112.5899999,0|0|0,,,telecom,HP LaserJet M1522nf printer,95,,,proprietary,2,27,OBS Customer,,,Ailly-sur-Somme,France,49.9289,2.1961,
639,other,FALSE,99.43099999,0|0|0,,,telecom,HP LaserJet 2840 printer,98,,,proprietary,1,24,"Data Communication Business Group,
Chunghwa Telecom Co.,Ltd.
No.21, Sec.1, Xinyi Rd., Taipei City
10048, Taiwan",,,Taichung,Taiwan,24.1469,120.6839,
640,unknown,FALSE,109.977,0|0|0,,,telecom,,,,,,1,19,IT REGION Network,,,Gatchina,Russia,59.5764,30.1283,
641,unknown,FALSE,234.8940001,0|0|0,,,telecom,Linux 2.6.9 (CentOS 4.4),98,,,Linux,1,29,OBS Customer,,,,France,48.8582,2.3387,
642,unknown,FALSE,59.91300011,0|0|0,,,unknown,Linux 3.11 - 4.1,94,,,Linux,0,24,,,,,Israel,31.5,34.75,
643,unknown,FALSE,102.9530001,25|2|88,,,unknown,,,,,,0,30,,,,Martorelles,Spain,41.5333,2.2333,
644,ICS,FALSE,0.907999992,connection failed,,,unknown,CMI Genus NEMA terminal,91,,,ICS,0,20,,,,,Israel,31.5,34.75,
645,other,FALSE,109.4360001,connection failed,,,telecom,Digi AnywhereUSB network-attached USB hub,95,,,proprietary,0,22,"Dial-In Network
The Access Points
in Hustopece, Mikulov
Kyjov, Veseli n. Moravou",,,Prague,Czechia,50.0833,14.4667,
646,other,FALSE,298.776,connection failed,,,telecom,HP ProCurve 4000M switch (J4121A),100,,,proprietary,0,27,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
647,unknown,FALSE,155.2490001,connection failed,,,telecom,Linux 2.4.20,100,,,Linux,2,22,"KB Arbetsstolen 3 - Internet Access
Located in Hagersten",,,Stockholm,Sweden,59.3333,18.05,
648,other,FALSE,2036.29,connection failed,,,telecom,HP ProCurve 4000M switch (J4121A),100,,,proprietary,0,23,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
649,other,FALSE,147.5220001,connection failed,,,telecom,OpenWrt Designated Driver (Linux 4.4),92,,,proprietary,0,27,Servcie for public ip's,,,,Germany,51.2993,9.491,
650,other,FALSE,25.38400006,connection failed,,,telecom,Motorola RFS 6000 wireless switch,100,,,proprietary,1,27,OPENSKY-NET,,,Dego,Italy,44.4445,8.3076,
651,ICS,FALSE,146.1320002,connection failed,,,telecom,MOXA Ethernet-to-serial bridge,94,,,ICS,0,30,North-West Branch of OJSC MegaFon Network (Fixed IP addresses for GPRS Customers).,,,Moscow,Russia,55.7522,37.6156,
652,other,FALSE,238.8469999,connection failed,,,telecom,HP 4200 PSA (Print Server Appliance) model J4117A,92,,,proprietary,1,27,"MobiFon S.A.
3, Nerva Traian Street
Complex M101, Sector 3
Bucharest, Romania",,,Bucharest,Romania,44.4333,26.1,
653,other,FALSE,257.1650002,connection failed,,,telecom,Acorp W400G or W422G wireless ADSL modem (MontaVista embedded Linux 2.4.17),92,,,proprietary,1,22,"MobiFon S.A.
3, Nerva Traian Street
Complex M101, Sector 3
Bucharest, Romania",,,Bucharest,Romania,44.4333,26.1,
654,other,FALSE,238.8400002,connection failed,,,telecom,Cisco SA520 firewall (Linux 2.6),92,,,proprietary,1,25,"MobiFon S.A.
3, Nerva Traian Street
Complex M101, Sector 3
Bucharest, Romania",,,Bucharest,Romania,44.4333,26.1,
655,unknown,FALSE,126.016,connection failed,,,telecom,Linux 2.6.32,95,,,Linux,1,24,Net By Net Holding LLC,,,Nakhodka,Russia,42.8333,132.8947,
656,other,FALSE,132.8199999,connection failed,,,telecom,Cisco Adaptive Security Appliance (ASA 8.4),91,,,proprietary,1,28,"static IP
BRZEG
POLAND",,,,Poland,52.2394,21.0362,
657,other,FALSE,110.085,connection failed,,,telecom,Fortinet FortiOS 5.0.6,95,,,proprietary,1,22,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
658,other,FALSE,129.585,connection failed,,,unknown,D-Link DSL-2890AL ADSL router,100,,,proprietary,0,30,Red de servicios IP,,,,Spain,40.4172,-3.684,
659,other,FALSE,184.7329998,connection failed,,,unknown,Canon imageRUNNER C5185 printer,88,,,proprietary,1,30,Red de servicios IP,,,,Spain,40.4172,-3.684,
660,unknown,FALSE,126.8179998,connection failed,,,telecom,Linux 2.4.20,94,,,Linux,2,21,"Telia Lietuva, AB",,,Palanga,Republic of Lithuania,55.9175,21.0686,
661,other,FALSE,111.4720001,connection failed,,,telecom,Enterasys Matrix E1 switch,86,,,proprietary,3,23,OBS Customer,,,Bettencourt-Saint-Ouen,France,50.0259,2.1132,
662,other,FALSE,69.44000006,connection failed,,,unknown,AirSpan ProST WiMAX access point,94,,,proprietary,1,22,Service Provider Corporation,,,,United States,37.751,-97.822,
663,other,FALSE,125.9290001,connection failed,,,telecom,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,91,,,proprietary,0,23,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
664,unknown,FALSE,98.81900001,connection failed,,,telecom,Microsoft Windows Server 2008 or 2008 Beta 3,99,,,Windows,1,30,LNMSO659 Montsouris Bloc 2,,,,France,48.8582,2.3387,
665,unknown,FALSE,98.35699987,connection failed,,,telecom,"Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7",100,,,Windows,0,22,LNMSO656 Montsouris Bloc 1,,,,France,48.8582,2.3387,
666,other,FALSE,97.079,connection failed,,,telecom,HP LaserJet 2840 printer,94,,,proprietary,1,22,LNPUT657 Poitiers Bloc 2,,,,France,48.8582,2.3387,
667,unknown,FALSE,92.49900007,connection failed,,,unknown,Linux 2.6.15 - 2.6.26 (likely embedded),92,,,unknown,1,26,Service Provider Corporation,,,,United States,37.751,-97.822,
668,unknown,FALSE,76.41799998,connection failed,,,telecom,Linux 3.2 - 3.8,92,,,Linux,2,30,TELUS Communications Inc.,,,,Canada,43.6319,-79.3716,
669,other,FALSE,74.99000001,connection failed,,,unknown,Avaya 4000- or 5000-series Ethernet Routing switch,97,,,proprietary,0,23,Service Provider Corporation,,,Atlanta,United States,33.749,-84.388,
670,unknown,FALSE,103.247,connection failed,,,telecom,Microsoft Windows 7 Professional,89,,,Windows,1,21,Inexa Tecnologia LTDA.,,,Lucas do Rio Verde,Brazil,-13.041,-56.1558,
671,unknown,FALSE,204.7049999,connection failed,,,telecom,Linux 2.6.32,100,,,Linux,0,30,Fonelight Telecomunicaes S/A,,,,Brazil,-22.8305,-43.2192,
672,other,FALSE,147.579,connection failed,,,unknown,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,91,,,proprietary,1,26,Red de servicios IP,,,,Spain,40.4172,-3.684,
673,other,FALSE,268.8110001,connection failed,,,telecom,Motorola RFS 6000 wireless switch,100,,,proprietary,1,28,OPENSKY-NET,,,,Italy,43.1479,12.1097,
674,other,FALSE,253.9650002,connection failed,,,telecom,Motorola RFS 6000 wireless switch,100,,,proprietary,0,22,OPENSKY-NET,,,Dego,Italy,44.4445,8.3076,
675,other,FALSE,251.6789999,connection failed,,,telecom,Motorola RFS 6000 wireless switch,100,,,proprietary,0,25,OPENSKY-NET,,,Albinea,Italy,44.6286,10.6102,
676,ICS,FALSE,89.96000004,connection failed,,,telecom,AVtech Room Alert 26W environmental monitor,86,,,ICS,0,26,"AUNA - CTC
Internet de Banda Ampla
CableModem",,,Barcelona,Spain,41.3888,2.159,
677,unknown,FALSE,173.6059999,connection failed,,,telecom,Linux 3.2 - 3.8,100,,,Linux,3,27,Pool for static IP-address services for mobile customers,,,,Russia,55.7386,37.6068,
678,other,FALSE,99.20299983,connection failed,,,telecom,Linksys BEFSR41 EtherFast router,85,,,proprietary,0,30,LNMSO657 Montsouris Bloc 1,,,Rive-de-Gier,France,45.5307,4.6213,
679,other,FALSE,100.7079999,connection failed,,,telecom,Linksys BEFSR41 EtherFast router,85,,,proprietary,1,30,LNMSO658 Montsouris Bloc 1,,,,France,48.8582,2.3387,
680,ICS,FALSE,96.63499999,connection failed,,,telecom,AVtech Room Alert 26W environmental monitor,88,,,ICS,0,22,LNSTL656 St Lambert Bloc 1,,,,France,48.8582,2.3387,
681,ICS,FALSE,92.52600002,connection failed,,,unknown,AVtech Room Alert 26W environmental monitor,86,,,ICS,1,23,Service Provider Corporation,,,,United States,37.751,-97.822,
682,other,FALSE,103.3989999,connection failed,,,unknown,Axceint Uptiva backup appliance,92,,,proprietary,0,25,Red de servicios IP,,,,Spain,40.4172,-3.684,
683,other,FALSE,89.15400004,connection failed,,,telecom,Samsung M2825 printer,90,,,proprietary,2,26,LNMSO657 Montsouris Bloc 2,,,,France,48.8582,2.3387,
684,unknown,FALSE,133.1139998,connection failed,,,telecom,Linux 2.6.18 - 2.6.22,89,,,Linux,0,21,APN static.beeline.ru,,,,Russia,55.7386,37.6068,
685,other,FALSE,127.322,connection failed,,,telecom,AVM FRITZ!Box FON WLAN 7170 WAP,87,,,proprietary,0,29,"SP Subscribers-Dynamic private, soho, & sme customers (basic connectivity)",,,Haifa,Israel,32.8156,34.9892,
686,other,FALSE,106.053,connection failed,,,telecom,Fortinet FortiOS 5.0.6,94,,,proprietary,2,27,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
687,unknown,FALSE,99.21000004,connection failed,,,telecom,Linux 3.11 - 4.1,94,,,Linux,2,29,"Telefonica de Espana SAU
Red de servicios IP
Spain",,,Madrid,Spain,40.4165,-3.7026,
688,other,FALSE,85.52200007,connection failed,,,unknown,Grandstream GXV3275 video phone,95,,,proprietary,0,30,"CJS Company KOMSTAR-Regiony
Volga Region Branch in Nizhny Novgorod",,,Gay,Russia,51.4739,58.4569,
689,other,FALSE,2053.766,connection failed,,,telecom,Grandstream GXV3275 video phone,95,,,proprietary,1,25,Customers - GPRS,,,Kralupy nad Vltavou,Czechia,50.2333,14.3167,
690,other,FALSE,2.132999897,connection failed,,,telecom,HP ProCurve 4000M switch (J4121A),100,,,proprietary,0,26,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
691,other,FALSE,8.010999918,connection failed,,,telecom,HP ProCurve 4000M switch (J4121A),100,,,proprietary,0,26,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
692,other,FALSE,8.006000042,connection failed,,,telecom,HP ProCurve 4000M switch (J4121A),100,,,proprietary,0,27,TURKCELL INTERNET,,,,Turkey,41.0214,28.9948,
693,unknown,FALSE,84.17999983,connection failed,,,telecom,Linux 2.6.32,90,,,Linux,0,22,Bell Canada,,,Calgary,Canada,51.1467,-114.3133,
694,other,FALSE,131.579,connection failed,,,telecom,Tomato 1.27 - 1.28 (Linux 2.4.20),89,,,proprietary,0,27,LNAUB658 Aubervilliers Bloc 1,,,,France,48.8582,2.3387,
695,unknown,FALSE,116.632,connection failed,,,telecom,Linux 2.6.32 - 2.6.33,94,,,Linux,2,26,MOUNA Group Technology Sa.,,,,Guinea,11,-10,
696,other,FALSE,178.9890001,connection failed,,,unknown,HP LaserJet 2840 printer,94,,,proprietary,1,26,Red de servicios IP,,,,Spain,40.4172,-3.684,
697,other,FALSE,136.29,connection failed,,,telecom,Blue Coat PacketShaper appliance,96,,,proprietary,0,24,"Star Net Alba SRL
b-dul Revolutiei, nr. 26 bl. MV2, ap. 3
Alba Iulia Alba Romania",,,Rosia de Secas,Romania,46.05,23.8833,
