ip (hidden),isHoneypot_new,IsCloud_old,IpwhoisNetsDescription,ISP_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OS_conclusion,OpenPortNum,hopNum,atgSUPER,atgUNLEAD,atgDIESEL,atgPREMIUM,atgTwoTimesCompare,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,atgProduct1FirstTimeVolumeTC,atgProduct1SecondTimeVolumeTC,atgProduct1FirstTimeULLAGE,atgProduct1SecondTimeULLAGE,atgProduct2FirstTimeVolumeTC,atgProduct2SecondTimeVolumeTC,atgProduct2FirstTimeULLAGE,atgProduct2SecondTimeULLAGE,atgProduct3FirstTimeVolumeTC,atgProduct3SecondTimeVolumeTC,atgProduct3FirstTimeULLAGE,atgProduct3SecondTimeULLAGE,atgProduct4FirstTimeVolumeTC,atgProduct4SecondTimeVolumeTC,atgProduct4FirstTimeULLAGE,atgProduct4SecondTimeULLAGE,city,country,latitude,longitude,vulns_Shodan
50,honeypot,TRUE,"Choopa, LLC",cloud,,,,"honeypot,self-signed,cloud,database",unknown,7,26,1,1,1,0,FALSE,vultrusercontent.com,155.138.151.190.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",4632,8980,4132,4625,5818,1867,6975,9117,5005,9047,3066,3909,5353,4169,3066,3909,Bay City,United States,43.5566,-83.9943,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
51,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,cloud,unknown,0,20,1,1,1,0,FALSE,amazonaws.com,ec2-52-79-147-138.ap-northeast-2.compute.amazonaws.com,"Amazon.com, Inc.",AWS Asia Pacific (Seoul) Region,1678,0,9469,0,1577,0,7507,0,8144,0,7202,0,7661,0,7202,0,Incheon,Republic of Korea,37.4536,126.7317,"CVE-2018-20685,CVE-2017-15906,CVE-2021-36368,CVE-2020-14145,CVE-2018-15473,CVE-2020-15778,CVE-2021-41617,CVE-2018-15919,CVE-2016-20012,CVE-2019-6110,CVE-2019-6111,CVE-2019-6109"
52,honeypot,TRUE,"DigitalOcean, LLC",cloud,Linux 2.6.32,96,Linux,cloud,Linux,2,22,1,1,1,0,FALSE,appflix.net,"locatify.appflix.net,www.locatify.appflix.net","DigitalOcean, LLC","DigitalOcean, LLC",8415,4606,6955,7805,4098,4975,9234,6983,5322,8942,9966,4646,5657,2980,9966,4646,Frankfurt am Main,Germany,50.1155,8.6842,
53,honeypot,TRUE,"Choopa, LLC",VPS,,,,"honeypot,vpn,self-signed,cloud,database",unknown,7,30,1,1,1,0,FALSE,vultrusercontent.com,137.220.55.116.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",4632,8980,4132,4625,5818,1867,6975,9117,5005,9047,3066,3909,5353,4169,3066,3909,Birmingham,United States,33.5446,-86.9292,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
54,honeypot,TRUE,Alibaba.com LLC,cloud,Linux 2.6.32,93,,,Linux,7,20,1,1,1,0,FALSE,,,,,3529,3738,5535,3093,1303,7034,5560,4393,7183,7164,5639,7469,1560,6349,5639,7469,Tokyo,Japan,35.685,139.7514,
55,honeypot,TRUE,"DigitalOcean, LLC",cloud,Linux 2.6.32,96,Linux,cloud,Linux,0,30,1,1,1,0,FALSE,,,"DigitalOcean, LLC","DigitalOcean, LLC",2471,2319,7535,5802,4624,2856,5241,8948,5689,3492,4415,5232,4182,7122,4415,5232,New York,United States,40.7214,-74.0052,
56,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,30,1,1,1,0,FALSE,,,,,6769,0,4668,0,2651,0,3911,0,3438,0,9134,0,7374,0,9134,0,Sydney,Australia,-33.8612,151.1982,
57,honeypot,TRUE,Linode,VPS,Linux 2.6.32,96,,cloud,Linux,0,30,1,1,1,0,FALSE,linodeusercontent.com,45-79-122-231.ip.linodeusercontent.com,"Linode, LLC",Linode,2385,6309,5882,8485,6094,3046,4153,9195,3860,4428,5378,4119,5366,2733,5378,4119,Fremont,United States,37.567,-121.9829,"CVE-2018-20685,CVE-2017-15906,CVE-2021-36368,CVE-2020-14145,CVE-2018-15473,CVE-2020-15778,CVE-2021-41617,CVE-2018-15919,CVE-2016-20012,CVE-2019-6110,CVE-2019-6111,CVE-2019-6109"
58,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,22,1,1,1,0,FALSE,,,,,6713,4715,7017,7395,7662,6765,6582,7724,8848,4905,7842,7564,1032,8306,7842,7564,Sydney,Australia,-33.8591,151.2002,
59,honeypot,TRUE,Microsoft Corporation,cloud,Linux 2.6.32,88,,,Linux,7,23,1,1,1,0,FALSE,,,,,6967,1039,9510,3203,3820,8660,8466,3848,4783,1802,3753,9541,6418,6043,3753,9541,Tokyo,Japan,35.685,139.7514,
60,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,cloud,unknown,0,22,1,1,1,0,FALSE,amazonaws.com,ec2-54-218-223-221.us-west-2.compute.amazonaws.com,"Amazon.com, Inc.","Amazon.com, Inc.",4105,3568,5784,9400,5889,5093,8544,9665,7170,1767,9474,4171,8540,3119,9474,4171,Boardman,United States,45.8696,-119.688,
61,honeypot,TRUE,Amazon Technologies Inc.,cloud,Linux 2.6.32,91,,"database,doublepulsar,medical,self-signed,honeypot,vpn,cloud",Linux,7,30,1,1,1,0,FALSE,"example.com,amazonaws.com","example.com,ec2-3-136-74-169.us-east-2.compute.amazonaws.com","Amazon.com, Inc.",Amazon Technologies Inc.,5300,5419,5128,7802,9021,1990,3538,4530,8950,4081,9999,9325,1242,8201,9999,9325,,United States,37.751,-97.822,MS17-010
62,honeypot,TRUE,"DigitalOcean, LLC",cloud,Linux 2.6.32,96,,,Linux,7,23,1,1,1,0,FALSE,,,,,7999,8462,9931,9144,6836,8063,5996,7047,6627,3107,9654,3213,5133,8479,9654,3213,New York,United States,40.7214,-74.0052,
63,honeypot,TRUE,"Choopa, LLC",VPS,,,,"honeypot,vpn,self-signed,cloud,database",unknown,7,23,1,1,1,0,FALSE,vultrusercontent.com,155.138.230.42.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",5971,2785,3433,4241,7489,1316,4323,9127,1192,4838,8894,3883,7859,4317,8894,3883,Bay City,United States,43.5566,-83.9943,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
64,honeypot,TRUE,"Choopa, LLC",VPS,,,,"honeypot,vpn,self-signed,cloud,database",unknown,7,19,1,1,1,0,FALSE,vultrusercontent.com,137.220.34.206.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",3095,6728,7357,4027,5558,1717,7238,8406,2946,8069,8442,7498,8398,3466,8442,7498,Birmingham,United States,33.5446,-86.9292,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
65,honeypot,TRUE,"Choopa, LLC",VPS,,,,"database,self-signed,doublepulsar,honeypot,vpn,cloud",unknown,7,21,1,1,1,0,FALSE,vultrusercontent.com,45.76.195.222.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",8837,6463,7398,9132,5596,1987,8305,3802,7688,2385,7754,9053,2481,3349,7754,9053,Heiwajima,Japan,35.5826,139.7459,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
66,honeypot,TRUE,"Choopa, LLC",VPS,Linux 4.4,100,,,Linux,0,30,1,1,1,0,FALSE,,,,,5156,7862,7456,5872,1613,1699,8283,4088,1061,5345,3429,7205,8964,3783,3429,7205,Heiwajima,Japan,35.5826,139.7459,
67,honeypot,TRUE,"DigitalOcean, LLC",cloud,Linux 2.6.32,96,,cloud,Linux,6,20,1,1,1,0,FALSE,,,"DigitalOcean, LLC","DigitalOcean, LLC",6422,7895,9881,9526,4756,4343,5841,4364,7357,4345,7553,3189,2154,5621,7553,3189,Bengaluru,India,12.9833,77.5833,"CVE-2022-28614,CVE-2020-1934,CVE-2021-34798,CVE-2022-29404,CVE-2022-22721,CVE-2022-22720,CVE-2022-28330,CVE-2020-11993,CVE-2021-44224,CVE-2021-33193,CVE-2006-20001,CVE-2019-17567,CVE-2022-31813,CVE-2022-37436,CVE-2021-40438,CVE-2021-36160,CVE-2022-23943,CVE-2020-1927,CVE-2022-22719,CVE-2022-36760,CVE-2023-25690,CVE-2020-9490,CVE-2020-11984,CVE-2021-44790,CVE-2021-26690,CVE-2021-26691,CVE-2022-26377,CVE-2022-30556,CVE-2020-13938,CVE-2020-13950,CVE-2021-39275,CVE-2022-28615,CVE-2020-35452,CVE-2023-27522"
68,honeypot,TRUE,Amazon Technologies Inc.,cloud,Linux 2.6.32,95,,cloud,Linux,0,20,1,1,1,0,FALSE,amazonaws.com,ec2-34-217-134-96.us-west-2.compute.amazonaws.com,"Amazon.com, Inc.",Amazon Technologies Inc.,3281,6446,4685,4381,4339,3828,9814,4595,1573,8775,7738,6304,5796,4504,7738,6304,Boardman,United States,45.8696,-119.688,
69,honeypot,TRUE,"Choopa, LLC",VPS,,,,"database,self-signed,doublepulsar,honeypot,vpn,cloud",unknown,7,22,1,1,1,0,FALSE,vultrusercontent.com,45.77.60.53.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",7986,7328,3923,4741,2372,4101,4343,4438,4986,6667,8515,9500,8551,7729,8515,9500,Aubervilliers,France,48.9167,2.3833,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
70,honeypot,TRUE,Amazon Technologies Inc.,cloud,Linux 2.6.32,95,,"database,self-signed,medical,doublepulsar,honeypot,vpn,cloud",Linux,6,30,1,1,1,0,FALSE,"example.com,amazonaws.com","example.com,ec2-18-229-46-35.sa-east-1.compute.amazonaws.com","Amazon.com, Inc.",Amazon Data Services Brazil,7997,1725,7304,9406,3643,8811,8628,4064,7115,7701,9712,3986,3361,8521,9712,3986,,United States,37.751,-97.822,MS17-010
71,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,22,1,1,1,0,FALSE,,,,,2847,4178,3744,8362,3643,4774,7400,6605,2489,1720,8942,9133,3408,5509,8942,9133,Tokyo,Japan,35.685,139.7514,
72,honeypot,TRUE,Amazon Technologies Inc.,VPS,Linux 2.6.32,93,,,Linux,0,30,1,1,1,0,FALSE,,,,,3776,5090,6332,7057,4045,6497,8211,6568,1630,8485,7285,4557,3198,8620,7285,4557,Boardman,United States,45.8696,-119.688,
73,honeypot,TRUE,"Choopa, LLC",VPS,Linux 2.6.32,93,,,Linux,7,22,1,1,1,0,FALSE,,,,,5874,7945,9792,5157,6050,3336,9464,4161,5666,6682,6016,3047,6873,2043,6016,3047,Aubervilliers,France,48.9167,2.3833,
74,honeypot,TRUE,"Choopa, LLC",cloud,,,,"honeypot,self-signed,database",unknown,7,22,1,1,1,0,FALSE,,,"The Constant Company, LLC","The Constant Company, LLC",4964,5462,9571,3669,4066,1988,4246,9321,5085,8961,7869,4142,6438,7062,7869,4142,,United States,37.751,-97.822,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
75,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,30,1,1,1,0,FALSE,,,,,2537,4037,6912,5260,4959,3444,4926,8788,7339,6325,9026,9096,7760,7715,9026,9096,Boardman,United States,45.8696,-119.688,
76,honeypot,TRUE,"Choopa, LLC",VPS,,,,"honeypot,vpn,self-signed,database",unknown,7,22,1,1,1,0,FALSE,,,"The Constant Company, LLC","The Constant Company, LLC",4964,5462,9571,3669,4066,1988,4246,9321,5085,8961,7869,4142,6438,7062,7869,4142,,United States,37.751,-97.822,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
77,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,23,1,1,1,0,FALSE,,,,,8897,1911,6821,4960,6421,3296,5942,6939,4983,8969,3983,8615,8162,5496,3983,8615,,United States,37.751,-97.822,
78,honeypot,TRUE,"Choopa, LLC",VPS,,,,"honeypot,vpn,self-signed,cloud,database",unknown,7,26,1,1,1,0,FALSE,vultrusercontent.com,144.202.16.254.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",5971,2785,3433,4241,7489,1316,4323,9127,1192,4838,8894,3883,7859,4317,8894,3883,Atlanta,United States,33.793,-84.4432,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
79,honeypot,TRUE,"Choopa, LLC",VPS,,,,"database,self-signed,doublepulsar,honeypot,vpn,cloud",unknown,7,29,1,1,1,0,FALSE,vultrusercontent.com,144.202.92.58.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",3095,6728,7357,4027,5558,1717,7238,8406,2946,8069,8442,7498,8398,3466,8442,7498,Seattle,United States,47.6145,-122.348,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
80,honeypot,TRUE,"Choopa, LLC",VPS,,,,"database,self-signed,doublepulsar,honeypot,vpn,cloud",unknown,7,20,1,1,1,0,FALSE,vultrusercontent.com,45.76.10.85.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",6148,1314,4640,3842,7092,4473,9682,8386,8131,8594,4200,4300,5709,6860,4200,4300,Matawan,United States,40.4652,-74.2307,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
81,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,"honeypot,vpn,self-signed,cloud,database",unknown,0,24,1,1,1,0,FALSE,"example.com,amazonaws.com","ec2-15-185-195-165.me-south-1.compute.amazonaws.com,example.com","Amazon.com, Inc.",Amazon Data Services Bahrain,9010,7810,6229,9472,5949,5599,7594,5501,8815,3009,4536,8717,2743,7024,4536,8717,,United States,37.751,-97.822,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
82,honeypot,TRUE,"Choopa, LLC",VPS,,,,"database,self-signed,doublepulsar,honeypot,vpn,cloud",unknown,0,30,1,1,1,0,FALSE,vultrusercontent.com,45.63.90.187.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",3280,1463,6339,5585,1158,6495,6078,6068,3912,2640,8111,8120,3677,7348,8111,8120,San Jose,United States,37.3387,-121.8914,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
83,honeypot,TRUE,Alibaba.com LLC,cloud,Linux 2.6.32 or 3.10,96,,,Linux,7,19,1,1,1,0,FALSE,webhostingtest1.com,"www.webhostingtest1.com,webhostingtest1.com","Alibaba (US) Technology Co., Ltd.",ALICLOUD-US,1008,3530,5342,8659,5813,1840,5062,8866,1086,6206,3527,6120,4772,8026,3527,6120,San Mateo,United States,37.526,-122.3558,
84,honeypot,TRUE,"Choopa, LLC",VPS,,,,"database,self-signed,doublepulsar,honeypot,vpn,cloud",unknown,7,23,1,1,1,0,FALSE,vultrusercontent.com,144.202.11.16.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",6148,1314,4640,3842,7092,4473,9682,8386,8131,8594,4200,4300,5709,6860,4200,4300,Piscataway,United States,40.5516,-74.4637,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
85,honeypot,TRUE,Alibaba.com LLC,cloud,Linux 2.6.32,96,,,Linux,0,23,1,1,1,0,FALSE,,,,,8060,5227,4944,3801,3398,3409,5053,6170,2645,6095,9882,4478,1886,5756,9882,4478,Dubai,United Arab Emirates,25.2582,55.3047,
86,honeypot,TRUE,Amazon Technologies Inc.,cloud,Linux 2.6.32,96,,"honeypot,self-signed,cloud,database",Linux,7,30,1,1,1,0,FALSE,"example.com,amazonaws.com","example.com,ec2-13-244-111-190.af-south-1.compute.amazonaws.com","Amazon.com, Inc.",Amazon Data Services South Africa,1238,3394,3639,4905,2895,5770,7866,6078,8649,4046,4159,8445,2675,1687,4159,8445,Seattle,United States,47.6344,-122.3422,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
87,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,30,1,1,1,0,FALSE,,,,,1220,3074,4592,6633,6447,4518,8668,9603,7543,2954,6183,9679,1110,6475,6183,9679,Dublin,Ireland,53.3331,-6.2489,
88,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,30,1,1,1,0,FALSE,,,,,7877,5120,3926,8509,4512,2389,6759,8237,4384,4597,8854,3174,2979,6206,8854,3174,Sydney,Australia,-33.8612,151.1982,
89,honeypot,TRUE,"Choopa, LLC",VPS,Linux 2.6.32,96,,"honeypot,vpn,self-signed,cloud,database",Linux,4,23,1,1,1,0,FALSE,vultrusercontent.com,45.77.220.5.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",7238,2400,4249,4858,6844,5238,7890,5289,5192,7563,8277,9322,2289,4028,8277,9322,Piscataway,United States,40.5516,-74.4637,CVE-2020-1938
90,honeypot,TRUE,Microsoft Corporation,cloud,Linux 2.6.32,88,,,Linux,0,19,1,1,1,0,FALSE,,,,,6215,4150,4953,4153,6464,8838,8660,3696,3393,2609,8260,9791,7972,3587,8260,9791,Washington,United States,38.7163,-78.1704,
91,honeypot,TRUE,"Choopa, LLC",VPS,Linux 2.6.32,96,Debian,cloud,Linux,1,28,1,1,1,0,FALSE,vultrusercontent.com,144.202.78.47.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",5385,0,5848,0,2392,0,8475,0,6437,0,5287,0,7801,0,5287,0,Dallas,United States,32.7877,-96.8,
