ip (hidden）,isHoneypot_new,IsCloud_old,ISP_conclusion,OS_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OpenPortNum,hopNum,s7NameOfThePLC,s7PlantIdentification,s7SerialNumberOfModule,s7time5After,s7ResponseTime,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,city,country,latitude,longitude,vulns_Shodan,identities
104,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,94,,cloud,0,26,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.35650003,"DigitalOcean, LLC",cloudwaysapps.com,"cloudwaysapps.com,974119.cloudwaysapps.com","DigitalOcean, LLC","DigitalOcean, LLC",Toronto,Canada,43.6683,-79.4205,,
105,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,22,Technodrome,Mouser Factory,88111222,FALSE,0.233500004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
106,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,20,Technodrome,Mouser Factory,88111222,FALSE,0.232500017,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
107,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233500004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
108,honeypot,TRUE,cloud,Linux,Linux 2.6.32,96,Ubuntu,cloud,0,25,Central Pump,DoE Water Service,88111222,FALSE,0.332249999,"DigitalOcean, LLC",alinase.com,"alinase.com,www.alinase.com","DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,,
109,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Linux,cloud,2,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.337499976,"DigitalOcean, LLC",theshapeofrex.com,"theshapeofrex.com,www.theshapeofrex.com","DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7143,-74.006,,
110,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233500004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
111,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,24,Technodrome,Mouser Factory,88111222,FALSE,0.234249949,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
112,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.235000014,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
113,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,0,26,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.251749933,"DigitalOcean, LLC",,,,,,United States,37.751,-97.822,,
114,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.23299998,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
115,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Linux,cloud,0,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.638750017,"DigitalOcean, LLC",destroyal.com,destroyal.com,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,,
116,honeypot,TRUE,cloud,Linux,Linux 4.4,100,,,1,19,SNAP7-SERVER,,S C-C2UR28922012,TRUE,0.162750006,Alibaba.com LLC,,,,,Melbourne,Australia,-37.8103,144.9544,,
117,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,"cloud,starttls",3,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.390500069,"DigitalOcean, LLC","pitenager.com,ey-stratio.site","pitenager.com,mail.ey-stratio.site,ey-stratio.site","DigitalOcean, LLC","DigitalOcean, LLC",Amsterdam,Netherlands,52.35,4.9167,,
118,honeypot,TRUE,cloud,Linux,Linux 2.6.32,94,Ubuntu,cloud,1,19,SNAP7-SERVER,,S C-C2UR28922012,TRUE,0.255249977,Alibaba.com LLC,,,"Alibaba (US) Technology Co., Ltd.",ALICLOUD-US,San Mateo,United States,37.526,-122.3558,,
119,honeypot,TRUE,telecom,Linux,Linux 4.4,99,,,5,18,Technodrome,Mouser Factory,88111222,FALSE,,TELUS Communications Inc.,,,,,,Canada,43.6319,-79.3716,,
120,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,2,14,SAAP7-SERVER,,S C-C2UR28922012,TRUE,1.300249994,"DigitalOcean, LLC",cloudwaysapps.com,"cloudwaysapps.com,906053.cloudwaysapps.com","DigitalOcean, LLC","DigitalOcean, LLC",Bengaluru,India,12.9833,77.5833,,
121,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,1,30,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.321749985,"DigitalOcean, LLC",3cx.us,rosemetal.3cx.us,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7267,-73.9981,,
122,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,94,,"honeypot,cloud",6,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.364749968,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,,
123,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,7,27,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.283000052,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",Singapore,Singapore,1.2931,103.8558,,
124,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,1,24,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.655750036,,jet-partners.aero,api.jet-partners.aero,"DigitalOcean, LLC","DigitalOcean, LLC",London,United Kingdom,51.5142,-0.0931,,
125,honeypot,TRUE,cloud,Linux,Linux 2.6.32,94,Ubuntu,cloud,0,20,Technodrome,Mouser Factory,88111222,FALSE,0.102500021,Alibaba.com Singapore E-Commerce Private Limited,,,"Alibaba (US) Technology Co., Ltd.",Alibaba.com Singapore E-Commerce Private Limited,Singapore,Singapore,1.2931,103.8558,,
126,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,0,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.307999969,"DigitalOcean, LLC",,,,,San Francisco,United States,37.7749,-122.4194,,
127,honeypot,TRUE,unknown,Linux,Linux 4.4,100,,,2,24,SNAP7-SERVER,,S C-C2UR28922012,TRUE,0.094749987,"1 Raffles Place, #59-00 One Raffles Place",,,,,Singapore,Singapore,1.2931,103.8558,,
128,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,3,24,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.324000061,"DigitalOcean, LLC",fiduxis.app,"www.magic.fiduxis.app,magic.fiduxis.app","DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,"CVE-2019-0220,CVE-2017-7679,CVE-2020-1934,CVE-2018-17189,CVE-2017-9798,CVE-2020-35452,CVE-2022-29404,CVE-2018-1312,CVE-2018-1333,CVE-2006-20001,CVE-2018-11763,CVE-2022-28330,CVE-2020-11993,CVE-2017-15710,CVE-2019-0217,CVE-2019-0196,CVE-2022-22721,CVE-2019-0211,CVE-2019-10092,CVE-2019-17567,CVE-2017-15715,CVE-2022-31813,CVE-2017-7668,CVE-2019-10098,CVE-2022-37436,CVE-2021-40438,CVE-2022-23943,CVE-2020-1927,CVE-2017-7659,CVE-2018-17199,CVE-2017-9788,CVE-2022-22719,CVE-2022-22720,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2021-34798,CVE-2023-25690,CVE-2019-10081,CVE-2017-3169,CVE-2020-9490,CVE-2021-44790,CVE-2018-1301,CVE-2021-26690,CVE-2021-26691,CVE-2022-26377,CVE-2022-28614,CVE-2020-13938,CVE-2019-9517,CVE-2018-1283,CVE-2019-10082,CVE-2021-44224,CVE-2021-39275,CVE-2022-28615,CVE-2022-30556,CVE-2022-36760,CVE-2021-33193",
129,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,0,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.504000008,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",,United States,37.751,-97.822,,
130,honeypot,TRUE,cloud,Linux,Linux 4.4,97,,,0,22,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.275000036,"DigitalOcean, LLC",,,,,,United Kingdom,51.4964,-0.1224,,
131,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,0,24,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.29399997,"DigitalOcean, LLC",,,,,New York,United States,40.7267,-73.9981,,
132,honeypot,FALSE,telecom,Linux,Linux 4.4,100,,,0,22,Technodrome,Mouser Factory,88111222,FALSE,0.348500013,CTM,ctm.net,nz174l97.bb122100.ctm.net,Companhia de Telecomunicacoes de Macau SARL,CTM,Macao,Macao,22.2,113.55,,
133,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,3,18,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.489499986,"DigitalOcean, LLC",,,,,,United States,37.751,-97.822,,
134,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,0,30,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.290999949,"DigitalOcean, LLC",,,,,Jacksonville,United States,30.1438,-81.5401,,
135,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Linux,cloud,3,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.292249918,"DigitalOcean, LLC",vanguardconsults.com,"vanguardconsults.com,www.vanguardconsults.com","DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7143,-74.006,,
136,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232250035,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
137,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
138,honeypot,TRUE,cloud,Linux,Linux 4.4,100,,,0,30,SIMATIC 300,,S C-C5VD80772012,TRUE,0.384000003,Alibaba.com LLC,,,,,Frankfurt am Main,Germany,50.1153,8.6823,,
139,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,20,Technodrome,Mouser Factory,88111222,FALSE,0.23299998,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
140,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,0,26,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.294249952,"DigitalOcean, LLC",,,,,Jacksonville,United States,30.1438,-81.5401,,
141,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,"honeypot,cloud",6,20,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.278249979,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,,
142,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233999968,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
143,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232500076,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
144,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232249975,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
145,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
146,honeypot,FALSE,UoM,Linux,Linux 2.6.32 or 3.10,93,,,1,16,Technodrome,Mouser Factory,88111222,FALSE,0.233250022,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
147,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.234000027,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
148,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232499957,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
149,honeypot,TRUE,UoM,Linux,Linux 2.6.32,96,,,1,26,Technodrome,Mouser Factory,88111222,FALSE,0.306500018,"DigitalOcean, LLC",,,,,New York,United States,40.7214,-74.0052,,
150,honeypot,FALSE,cloud,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.23299998,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
151,honeypot,TRUE,UoM,Linux,Linux 3.11 - 4.1,97,,,0,15,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.296999991,"DigitalOcean, LLC",,,,,Jacksonville,United States,30.1438,-81.5401,,
152,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Linux,cloud,3,18,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.483749986,"DigitalOcean, LLC",aarnadiamonds.com,aarnadiamonds.com,"DigitalOcean, LLC","DigitalOcean, LLC",,United States,37.751,-97.822,,
153,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
154,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,"self-signed,cloud,starttls",0,24,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.49575001,"DigitalOcean, LLC",knowledgebeemplus.com,"knowledgebeemplus.com,www.knowledgebeemplus.com","DigitalOcean, LLC","DigitalOcean, LLC",Bengaluru,India,12.9833,77.5833,,
155,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233999968,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
156,honeypot,TRUE,cloud,Linux,Linux 4.4,97,Ubuntu,cloud,0,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.627999961,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,,
157,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Linux,"cloud,database",3,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.477250099,"DigitalOcean, LLC",dantownms.com,"p2p.dantownms.com,www.dantownms.com,app.dantownms.com,dantownms.com","DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7143,-74.006,,
158,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,1,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.29549998,"DigitalOcean, LLC",,,,,Singapore,Singapore,1.2931,103.8558,,
159,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,25,Technodrome,Mouser Factory,88111222,FALSE,0.232500017,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
160,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232750058,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
161,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,21,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
162,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,1,30,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.667249978,,,,"DigitalOcean, LLC","DigitalOcean, LLC",London,United Kingdom,51.5142,-0.0931,"CVE-2018-20685,CVE-2017-15906,CVE-2021-36368,CVE-2020-14145,CVE-2018-15473,CVE-2020-15778,CVE-2021-41617,CVE-2018-15919,CVE-2016-20012,CVE-2019-6110,CVE-2019-6111,CVE-2019-6109",
163,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,2,18,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.305000007,"DigitalOcean, LLC",terradigital.com.br,"terradigital.com.br,www.terradigital.com.br","DigitalOcean, LLC","DigitalOcean, LLC",San Francisco,United States,37.7749,-122.4194,,
164,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,94,,cloud,0,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.32950002,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,"CVE-2018-20685,CVE-2017-15906,CVE-2021-36368,CVE-2020-14145,CVE-2018-15473,CVE-2020-15778,CVE-2021-41617,CVE-2023-28531,CVE-2018-15919,CVE-2016-20012,CVE-2019-6110,CVE-2019-6111,CVE-2019-6109",
165,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,2,25,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.380249977,DigitalOcean Amsterdam,,,,,London,United Kingdom,51.5142,-0.0931,,
166,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Ubuntu,cloud,0,30,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.463750005,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",Bengaluru,India,12.9833,77.5833,,
167,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,1,24,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.442250013,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,"CVE-2018-20685,CVE-2017-15906,CVE-2021-36368,CVE-2020-14145,CVE-2018-15473,CVE-2020-15778,CVE-2021-41617,CVE-2018-15919,CVE-2016-20012,CVE-2019-6110,CVE-2019-6111,CVE-2019-6109",
168,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,0,20,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.397000015,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",,United States,37.751,-97.822,,
169,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,"self-signed,cloud",3,18,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.809249997,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",Bengaluru,India,12.9833,77.5833,,
170,honeypot,TRUE,cloud,unknown,,,,,1,16,S71500/ET200MP station_5,,S C-L5EJ52152019,TRUE,0.092499971,"Aliyun Computing Co., LTD
5F, Builing D, the West Lake International Plaza of S&T
No.391 Wen'er Road, Hangzhou, Zhejiang, China, 310099",meinolf.vip,"meinolf.vip,www.meinolf.vip","Hangzhou Alibaba Advertising Co.,Ltd.","Aliyun Computing Co., LTD",,China,34.7725,113.7266,,
171,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233250022,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
172,honeypot,TRUE,telecom,Linux,Linux 3.11 - 4.1,100,Ubuntu,,4,24,SNAP7-SERVER,,S C-C2UR28922012,TRUE,0.422999978,TransIP BV,artworkx.nl,mail.artworkx.nl,Signet B.V.,TransIP BV,,Netherlands,52.3824,4.8995,"CVE-2022-28614,CVE-2020-1934,CVE-2021-34798,CVE-2022-29404,CVE-2022-22721,CVE-2022-22720,CVE-2022-28330,CVE-2020-11993,CVE-2021-44224,CVE-2021-33193,CVE-2006-20001,CVE-2019-17567,CVE-2022-31813,CVE-2022-37436,CVE-2021-40438,CVE-2021-36160,CVE-2022-23943,CVE-2020-1927,CVE-2022-36760,CVE-2020-9490,CVE-2020-11984,CVE-2021-44790,CVE-2021-26690,CVE-2021-26691,CVE-2022-26377,CVE-2022-30556,CVE-2020-13938,CVE-2020-13950,CVE-2022-22719,CVE-2022-28615,CVE-2020-35452,CVE-2021-39275",
173,honeypot,TRUE,telecom,Linux,Linux 3.6,88,,,0,25,PC35xV,,7624,TRUE,0.425249994,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Leingarten,Germany,49.1464,9.1169,,
174,honeypot,TRUE,cloud,Linux,,,,"cloud,database",7,27,Central Pump,DoE Water Service,88111222,FALSE,0.351999998,Amazon Technologies Inc.,amazonaws.com,"ublique-sol-cluster-aurora-serverless.cluster-cxo0pnbjslto.eu-central-1.rds.amazonaws.com,ec2-18-156-110-38.eu-central-1.compute.amazonaws.com,ublique-sol-cluster-aurora-serverless-endpoint.cluster-custom-cxo0pnbjslto.eu-central-1.rds.amazonaws.com,ublique-sol-cluster-aurora-serverless.cluster-ro-cxo0pnbjslto.eu-central-1.rds.amazonaws.com,ublique-sol-cluster-aurora-serverless-2.cxo0pnbjslto.eu-central-1.rds.amazonaws.com","Amazon.com, Inc.",A100 ROW GmbH,,United States,37.751,-97.822,,
175,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Debian,cloud,1,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.30250001,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",San Francisco,United States,37.7749,-122.4194,,
176,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,0,30,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.310000062,"DigitalOcean, LLC","wpmudev.host,tempurl.host","wpmudev.host,beingucoaching.tempurl.host","DigitalOcean, LLC","DigitalOcean, LLC",,United States,37.751,-97.822,,
177,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,1,22,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.316500008,"DigitalOcean, LLC",,,,,Darien,United States,41.0753,-73.481,,
178,honeypot,TRUE,telecom,Linux,Linux 3.6,88,,,0,20,PC35xV,,6549,TRUE,0.484499991,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Düsseldorf,Germany,51.2301,6.8216,,
179,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233500004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
180,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233250022,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
181,ICS,TRUE,telecom,unknown,,,,,0,30,Heizhaus,,30816,TRUE,0.410000026,Deutsche Telekom AG,,,,,Ochsenfurt,Germany,49.6643,10.0623,,
182,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Ubuntu,cloud,4,20,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.378250062,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",Slough,United Kingdom,51.5,-0.5833,,
183,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.235499978,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
184,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,0,30,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.301999986,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",Jacksonville,United States,30.1438,-81.5401,,
185,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233750045,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
186,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232500017,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
187,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Linux,cloud,2,26,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.475750029,"DigitalOcean, LLC",sunshinebirdworld.org,saves.sunshinebirdworld.org,"DigitalOcean, LLC","DigitalOcean, LLC",Bengaluru,India,12.9833,77.5833,,
188,ICS,TRUE,telecom,unknown,,,,,0,30,S7300/ET200M station_4,,100159,TRUE,0.551999986,Avea Iletisim Hizmetleri A.S,,,,,,Turkey,41.0214,28.9948,,
189,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Linux,cloud,3,18,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.499250054,"DigitalOcean, LLC",xmise.in,lms.xmise.in,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,,
190,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,0,30,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.30249995,"DigitalOcean, LLC",,,,,,United Kingdom,51.4964,-0.1224,,
191,honeypot,TRUE,cloud,Linux,Linux 2.6.32,96,Ubuntu,cloud,2,25,Technodrome,Mouser Factory,88111222,FALSE,0.615999997,"Digital Ocean, Inc.",,,"DigitalOcean, LLC","Digital Ocean, Inc.",Amsterdam,Netherlands,52.35,4.9167,,
192,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
193,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232249975,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
194,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
195,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,,2,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.268000007,"DigitalOcean, LLC",,,,,Singapore,Singapore,1.2931,103.8558,,
196,ICS,TRUE,telecom,Linux,,,,,0,30,E40-27424,,55426,TRUE,0.427249968,Telekom Deutschland GmbH,,,Deutsche Telekom AG,Telekom Deutschland GmbH,,Germany,51.2993,9.491,,
197,honeypot,TRUE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.251249969,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
198,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,3,23,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.373250008,"DigitalOcean, LLC",797.lv,new.797.lv,"DigitalOcean, LLC","DigitalOcean, LLC",Amsterdam,Netherlands,52.35,4.9167,"CVE-2022-37436,CVE-2022-28614,CVE-2022-23943,CVE-2022-26377,CVE-2022-22721,CVE-2022-22720,CVE-2022-29404,CVE-2022-22719,CVE-2022-36760,CVE-2022-31813,CVE-2023-25690,CVE-2006-20001,CVE-2022-28615,CVE-2022-30556,CVE-2022-28330,CVE-2023-27522",
199,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,Ubuntu,cloud,1,24,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.305750012,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",Yonkers,United States,40.9312,-73.8988,,
200,honeypot,TRUE,telecom,Linux,Linux 4.4,96,,,0,22,SIMATIC 300(1),,S C-C2UR28922012,TRUE,0.070750058,"CHINANET Chongqing Province Network
Data Communication Division
China Telecom",,,,,,China,29.5628,106.5528,,
